movieId,title,actors,director,keyWords,similarMovies,watchProviders
107,Muppet Treasure Island (1996),"Tim Curry, Billy Connolly, Jennifer Saunders, Kevin Bishop, Dave Goelz",Brian Henson,"island, pirate gang, puppet, treasure hunt, puppetry","Jingle All the Way, Mortal Kombat, The Last Boy Scout, Enter the Dragon, Spy Kids 2: The Island of Lost Dreams",Disney Plus
108,Catwalk (1996),"Christy Turlington, Azzedine Alaïa, Giorgio Armani, Nadja Auermann, Sandra Bernhard",Robert Leacock,,,
110,Braveheart (1995),"Mel Gibson, Catherine McCormack, Sophie Marceau, Patrick McGoohan, Angus Macfadyen",Mel Gibson,"勇敢的心, braveheart",,"Max, Max Amazon Channel, HBO Max, DIRECTV, Cinemax Amazon Channel"
111,Taxi Driver (1976),"Robert De Niro, Jodie Foster, Albert Brooks, Harvey Keitel, Leonard Harris",Martin Scorsese,"new york city, vietnam veteran, taxi, pornography, obsession","1:1 Thierry Henry, The Cave, To Wong Foo, Thanks for Everything! Julie Newmar, The Four Feathers, Eraser",
112,Rumble in the Bronx (Hont faan kui) (1995),"Jackie Chan, Anita Mui, Bill Tung, Françoise Yip, Wakin Chau",Stanley Tong,"new york city, martial arts, diamond, supermarket, gang war","1:1 Thierry Henry, Tristan & Isolde, Police Story, Just Cause, The Brady Bunch Movie",Amazon Prime Video
113,Before and After (1996),"Meryl Streep, Liam Neeson, Edward Furlong, Alfred Molina, Julia Weldon",Barbet Schroeder,"suspicion of murder, family drama, crime investigation, murdered teen","Krisha, Farewell, My Lovely, Sunnyside, Fighting with My Family, I Confess",
116,Anne Frank Remembered (1995),"Kenneth Branagh, Glenn Close",Jon Blair,"fascism, auschwitz-birkenau concentration camp, typhus, victim, interview","Nineteen Eighty-Four, Renaissance, Pride & Prejudice, The Insider, The Anarchist's Wife",
117,"Young Poisoner's Handbook, The (1995)","Hugh O'Conor, Antony Sher, Ruth Sheen, Roger Lloyd Pack, Charlotte Coleman",Benjamin Ross,"london, england, poison, stepmother, based on true story, murder","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, Snow White: A Tale of Terror",
118,If Lucy Fell (1996),"Sarah Jessica Parker, Eric Schaeffer, Ben Stiller, Elle Macpherson, James Rebhorn",Eric Schaeffer,"roommate, single, love, best friend, brooklyn bridge","10, Blue Crush, The Descent, Half Baked, Le Divorce",
119,"Steal Big, Steal Little (1995)","Andy García, Alan Arkin, Rachel Ticotin, Joe Pantoliano, Ally Walker",Andrew Davis,"sibling relationship, twin brother, lawyer, estate, santa barbara, california","Look Who's Talking Too, Thir13en Ghosts, The Man Who Knew Too Little, The Crow: Salvation, A Civil Action",
121,"Boys of St. Vincent, The (1992)","Henry Czerny, Johnny Morina, Brian Dooley, Philip Dinn, Brian Dodd",John N. Smith,"child abuse, 1970s, newfoundland and labrador, orphanage, based on true story","The Longest Day, Nacho Libre, Donnie Brasco, Starsky & Hutch, EverAfter",Amazon Prime Video
122,Boomerang (1992),"Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier, Grace Jones",Reginald Hudlin,"ladykiller, success, ladies' man, chefin, casanova","Death to Smoochy, Le Divorce, A Civil Action, The Aviator, Leatherheads","HBO Max, CBS"
123,Chungking Express (Chung Hing sam lam) (1994),"Takeshi Kaneshiro, Brigitte Lin, Tony Leung Chiu-wai, Faye Wong, Valerie Chow",Wong Kar-wai,"ex-girlfriend, drug smuggling, girlfriend, police, snack bar","Confidential Assignment, 10, Police Story, Harlem Nights, 11:14","Max, Max Amazon Channel, HBO Max, Criterion Channel"
125,Flirting With Disaster (1996),"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore, George Segal",David O. Russell,"lsd, looking for  birth parents, half-brother","Fear and Loathing in Las Vegas, The Tingler, An American Affair, The Pink Floyd and Syd Barrett Story, Losing Isaiah","fuboTV, Hoopla"
126,"NeverEnding Story III, The (1994)","Jason James Richter, Melody Kay, Jack Black, Ryan Bollman, Freddie Jones",Peter MacDonald,"flying, magic, sequel, dragon, based on children's book","The Sword in the Stone, Young Guns II, The Craft, Mortal Kombat, The Scorpion King",
128,Jupiter's Wife (1994),Maggie Cogan,Michel Negroponte,,,
129,Pie in the Sky (1996),"Josh Charles, Anne Heche, John Goodman, Christine Lahti, Christine Ebersole",Bryan Gordon,"career, romance, los angeles, california, first love, traffic","10, S.W.A.T., High School High, The Last Boy Scout, Species",
132,Jade (1995),"David Caruso, Linda Fiorentino, Chazz Palminteri, Michael Biehn, Richard Crenna",William Friedkin,"call girl, san francisco, california, adultery, sexuality, blackmail","Tristan & Isolde, Police Story, Just Cause, The Element of Crime, The Four Feathers","Criterion Channel, CBS"
135,Down Periscope (1996),"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton, Bruce Dern",David S. Ward,"submarine, mutiny, u.s. navy, misfit, maverick","Hostile Waters, Batman, The Bounty, G.I. Jane, Crimson Tide",
137,Man of the Year (1995),"Dirk Shafer, Mary Stein, Claudette Sutherland, Cal Bartlett, Vivian Paxton",Dirk Shafer,"male homosexuality, in the closet, mockumentary, gay theme, gay","Surf's Up, Apt Pupil, He Got Game, The Third One, The Full Monty",
140,Up Close and Personal (1996),"Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna, Kate Nelligan",Jon Avnet,"miami, florida, career, reporter","Jerry Maguire, Out of Time, The Mothman Prophecies, George Michael Freedom Uncut, Shriek If You Know What I Did Last Friday the Thirteenth",
141,"Birdcage, The (1996)","Robin Williams, Nathan Lane, Dan Futterman, Gene Hackman, Dianne Wiest",Mike Nichols,"drag queen, homophobia, florida, coming out, nightclub","Just Cause, Harlem Nights, To Wong Foo, Thanks for Everything! Julie Newmar, Welcome to Collinwood, The Faculty","fuboTV, Paramount+ Amazon Channel, MGM Plus Amazon Channel, Hoopla, MGM Plus"
144,"Brothers McMullen, The (1995)","Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton, Edward Burns",Edward Burns,"love, best friend, true love, irish catholic","10, The Descent, He Got Game, Le Divorce, Sorry If I Call You Love",
145,Bad Boys (1995),"Will Smith, Martin Lawrence, Téa Leoni, Tchéky Karyo, Joe Pantoliano",Michael Bay,"miami, florida, detective, handcuffs, airport, mexican standoff","Confidential Assignment, Police Story, The Man, Young Guns II, Broken Arrow","Netflix, fuboTV, Sling TV Orange and Blue"
146,"Amazing Panda Adventure, The (1995)","Stephen Lang, Ryan Slater, Ding Yi, Brian Wagner, Isabella Hofmann",Christopher Cain,"china, panda, poacher","Red Corner, Kung Fu Hustle, Trespass Against Us, Forrest Gump, Lust, Caution",
147,"Basketball Diaries, The (1995)","Leonardo DiCaprio, Mark Wahlberg, Lorraine Bracco, Michael Imperioli, Ernie Hudson",Scott Kalvert,"new york city, heroin, sports, basketball, addiction","1:1 Thierry Henry, Harlem Nights, To Wong Foo, Thanks for Everything! Julie Newmar, Blue Crush, The Faculty",
148,"Awfully Big Adventure, An (1995)","Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong, Peter Firth",Mike Newell,"england, based on novel or book, liverpool, england, theatre company, 1940s","Just Cause, Love Story, Europa, The Sword in the Stone, Nineteen Eighty-Four",
149,Amateur (1994),"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young, Chuck Montgomery",Hal Hartley,,"He Got Game, The Creep Behind the Camera, Theorem, Dear Frankie, Little Voice",Criterion Channel
150,Apollo 13 (1995),"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris",Ron Howard,"moon, florida, nasa, spaceman, race against time","Just Cause, Broken Arrow, Hot Shots! Part Deux, Eraser, The Longest Day",Sling TV Orange and Blue
151,Rob Roy (1995),"Liam Neeson, Jessica Lange, John Hurt, Tim Roth, Eric Stoltz",Michael Caton-Jones,"scotland, biography, 18th century, highlands, violent man","The Last of the Mohicans, Super Duper Alice Cooper, Chariots of Fire, Tove, The Perfect Storm",
152,"Addiction, The (1995)","Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco, Paul Calderon",Abel Ferrara,"new york city, philosophy, vampire, addiction","1:1 Thierry Henry, The Cave, Tales from the Crypt: Demon Knight, Waking Life, To Wong Foo, Thanks for Everything! Julie Newmar","AMC+ Amazon Channel, AMC+ Roku Premium Channel, Shudder, Shudder Amazon Channel, FilmBox+"
153,Batman Forever (1995),"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman, Chris O'Donnell",Joel Schumacher,"riddle, rose, villain, partner, superhero","The Cave, Tales from the Crypt: Demon Knight, Little Man, The Four Feathers, Broken Arrow","Max, HBO Max, Max Amazon Channel"
154,Beauty of the Day (Belle de jour) (1967),"Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page, Pierre Clémenti",Luis Buñuel,"prostitute, adultery, double life, dual identity, jealousy","10, Tales from the Crypt: Demon Knight, Waking Life, Young Guns II, Snow White: A Tale of Terror","Max, HBO Max, Max Amazon Channel, Criterion Channel"
155,Beyond Rangoon (1995),"Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray, Tiara Jacquelina",John Boorman,"burma, rangoon, doctor","Medicine Man, Phenomenon, Field of Dreams, Sicko, Space Jam",
156,Blue in the Face (1995),"Harvey Keitel, Lou Reed, Michael J. Fox, Roseanne Barr, Lily Tomlin",Wayne Wang,"smoking, corner shop, cigarette, tobacco","The Royal Tenenbaums, Half Baked, The Insider, Ask the Dust, The Jacket","fuboTV, Paramount Plus Apple TV Channel "
157,Canadian Bacon (1995),"Alan Alda, Rhea Perlman, John Candy, Kevin Pollak, Rip Torn",Michael Moore,"the white house, political satire, international relations, war plan red","The American President, In the Line of Fire, Bulworth, Murder at 1600, An American Affair",
158,Casper (1995),"Christina Ricci, Bill Pullman, Malachi Pearson, Cathy Moriarty, Eric Idle",Brad Silberling,"halloween, friendship, supernatural, afterlife, friends","Harlem Nights, Beautiful Girls, Thesis, Mortal Kombat, Thir13en Ghosts",
159,Clockers (1995),"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer, Isaiah Washington",Spike Lee,"drug pusher, train, drugs, drug lord, brooklyn, new york city","Broken Arrow, Eraser, The Faculty, Above the Law, Belushi's Toilet",Peacock Premium
160,Congo (1995),"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry, Grant Heslov",Frank Marshall,"gorilla, based on novel or book, diamond, congo, diamond mine","Just Cause, Love Story, The Sword in the Stone, Nineteen Eighty-Four, The Jungle Book","fuboTV, Paramount Plus Apple TV Channel , Showtime Apple TV Channel, Showtime Amazon Channel, Showtime Roku Premium Channel, Showtime, DIRECTV, Paramount+ Showtime"
161,Crimson Tide (1995),"Denzel Washington, Gene Hackman, Matt Craven, George Dzundza, Viggo Mortensen",Tony Scott,"submarine, terrorist, mutiny, missile, nuclear missile","Spies Like Us, Sudden Death, The Four Feathers, Down Periscope, Broken Arrow",
162,Crumb (1994),"Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb, Robert Hughes",Terry Zwigoff,"underground, biography, art","Broken Arrow, Le Divorce, Super Duper Alice Cooper, Tove, The Perfect Storm",
163,Desperado (1995),"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Steve Buscemi, Cheech Marin",Robert Rodriguez,"gunslinger, anti terror, ambush, mexico, showdown","Tristan & Isolde, 10, Just Cause, Young Guns II, The Four Feathers",
164,Devil in a Blue Dress (1995),"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle, Maury Chaykin",Carl Franklin,"based on novel or book, war veteran, jazz club, murder, los angeles, california","Tristan & Isolde, Police Story, Just Cause, Love Story, The Element of Crime",Amazon Prime Video
165,Die Hard: With a Vengeance (1995),"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp",John McTiernan,"new york city, bomb, taxi, riddle, robbery","Confidential Assignment, 1:1 Thierry Henry, The Cave, Tristan & Isolde, Police Story","Starz Apple TV Channel, Starz Roku Premium Channel, Starz, DIRECTV, Starz Amazon Channel"
166,"Doom Generation, The (1995)","James Duval, Rose McGowan, Johnathon Schaech, Cress Williams, Dustin Nguyen",Gregg Araki,"california, nihilism, eroticism, nazi, punk rock","The Cave, Just Cause, The Element of Crime, The Four Feathers, Eraser",Criterion Channel
168,First Knight (1995),"Sean Connery, Richard Gere, Julia Ormond, Ben Cross, Liam Cunningham",Jerry Zucker,"camelot, knight, king arthur, excalibur, knights of the round table","Tristan & Isolde, The Sword in the Stone, A Knight's Tale, King Arthur, 1½ Knights - In Search of the Ravishing Princess Herzelinde",
169,Free Willy 2: The Adventure Home (1995),"Jason James Richter, Michael Madsen, Jayne Atkinson, August Schellenberg, Mary Kate Schellhardt",Dwight H. Little,"human animal relationship, whale, killer whale","Ace Ventura: When Nature Calls, The Jungle Book, Lassie Come Home, Chestnut: Hero of Central Park, Free Willy: Escape from Pirate's Cove",
170,Hackers (1995),"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard, Renoly Santiago",Iain Softley,"new york city, hacker, computer virus, virtual reality, computer","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, The Craft, The Faculty, Mr. Stein Goes Online","Amazon Prime Video, DIRECTV, Cinemax Amazon Channel"
171,Jeffrey (1995),"Steven Weber, Patrick Stewart, Michael T. Weiss, Sigourney Weaver, Robert Klein",Christopher Ashley,"new york city, aids, celibacy, hiv, priest","1:1 Thierry Henry, Europa, Living in Oblivion, To Wong Foo, Thanks for Everything! Julie Newmar, Ong Bak: Muay Thai Warrior","Hoopla, Fandor Amazon Channel"
172,Johnny Mnemonic (1995),"Keanu Reeves, Dina Meyer, Takeshi Kitano, Ice-T, Dolph Lundgren",Robert Longo,"virtual reality, dystopia, pharmaceutical industry, computer chip, courier","S1m0ne, Nineteen Eighty-Four, Mad Max Beyond Thunderdome, Renaissance, Uncle Thomas: Accounting for the Days",Hulu
173,Judge Dredd (1995),"Sylvester Stallone, Diane Lane, Armand Assante, Rob Schneider, Jürgen Prochnow",Danny Cannon,"corruption, judge, villain, post-apocalyptic future, dystopia","Police Story, Tales from the Crypt: Demon Knight, The Element of Crime, The Man, Harlem Nights","AMC+ Amazon Channel, DIRECTV"
174,Jury Duty (1995),"Pauly Shore, Tia Carrere, Stanley Tucci, Richard Riehle, Shelley Winters",John Fortenberry,"stripper, jury, jury duty, verdict","Forrest Gump, Milk Money, The Ice Harvest, Stuck on You, Lenny","Max, Max Amazon Channel, HBO Max, DIRECTV"
175,Kids (1995),"Leo Fitzpatrick, Justin Pierce, Chloë Sevigny, Rosario Dawson, Yakira Peguero",Larry Clark,"new york city, drug abuse, puberty, first time, hiv","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, The Craft, Donnie Brasco, The Corruptor",
176,Living in Oblivion (1995),"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck, James Le Gros",Tom DiCillo,"film in film, cult film, vomiting, 1990s, crying man","Thesis, The Nutty Professor, Mad Max Beyond Thunderdome, El Mariachi, Dead Men Don't Wear Plaid","Fandor, Fandor Amazon Channel"
177,Lord of Illusions (1995),"Scott Bakula, Kevin J. O'Connor, Famke Janssen, Joel Swetow, Daniel von Bargen",Clive Barker,"fanatic, supernatural, resurrection, occult, sect","The Sword in the Stone, The Craft, Thir13en Ghosts, Conan the Barbarian, Ghosts of War","Max, Max Amazon Channel, HBO Max, DIRECTV, Cinemax Amazon Channel"
178,Love & Human Remains (1993),"Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner, Joanne Vannicola",Denys Arcand,"gay theme, gay","To Wong Foo, Thanks for Everything! Julie Newmar, Apt Pupil, The Third One, The Full Monty, 2:37",
179,Mad Love (1995),"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim, Robert Nadir",Antonia Bird,"suicide attempt, college, high school, road trip, teen angst","Love Story, The Brady Bunch Movie, To Wong Foo, Thanks for Everything! Julie Newmar, The Craft, The Faculty",
180,Mallrats (1995),"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani, Ben Affleck",Kevin Smith,"game show, slacker, shopping, mall, ex-boyfriend ex-girlfriend relationship","The Four Feathers, 11:14, Ferris Bueller's Day Off, DodgeBall: A True Underdog Story, A Knight's Tale",
181,Mighty Morphin Power Rangers: The Movie (1995),"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank, Amy Jo Johnson",Bryan Spicer,"superhero team, ethnic diversity, mmpr","The Brady Bunch Movie, Sgt. Bilko, The Avengers, Maverick, South Park: Bigger, Longer & Uncut",
183,Mute Witness (1994),"Marina Zudina, Fay Ripley, Evan Richards, Igor Volkov, Sergei Karlenkov",Anthony Waller,"chase, snuff, police, murder, mute","Confidential Assignment, Tristan & Isolde, Police Story, The Element of Crime, The Man",
184,Nadja (1994),"Suzy Amis, Galaxy Craze, Martin Donovan, Peter Fonda, Karl Geary",Michael Almereyda,"new york city, vampire","1:1 Thierry Henry, To Wong Foo, Thanks for Everything! Julie Newmar, Donnie Brasco, Bordello of Blood, The Corruptor",
185,"Net, The (1995)","Sandra Bullock, Jeremy Northam, Dennis Miller, Wendy Gazelle, Ken Howard",Irwin Winkler,"washington dc, usa, cheating, hacker, new identity, computer virus","Police Story, Only You, The Man, Eraser, 11:14",
186,Nine Months (1995),"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack, Jeff Goldblum",Chris Columbus,"parent child relationship, baby, pregnancy, marriage, desire to have children","10, Little Man, The Good Son, Look Who's Talking Too, He Got Game",
